Opetusjakson koodi;Kurssin koodi ja nimi;Opetusryhmä;Viikonpäivä;Alkukellonaika;Loppukellonaika;ei käytössä;Salin koodi;Arvioitu osallistujamäärä;Salikoko;Opettajan T-numero;Lista viikoista joina opetusta järjestetään;Lista kurssin opinto-ohjelmista;Lisätietoja;Orderi;Vastuuyksikön koodi;Ilm.alkamispäivä;Ilm.loppumispäivä;Max.ilmoittautumismäärä;Lukujärjestysvastaavan T-numero;Vastuuopettajien T-numerot pilkkueroteltuna;Luennoitsijoiden T-numerot (Oodi=4) pilkkueroteltuna;Harjoitusten pitäjien T-numerot pilkkueroteltuna;Virkailijoiden T-numerot pilkkueroteltuna;Suoritusmerkinnän antajien T-numerot pilkkueroteltuna;Opetusmuoto;Henkilöiden nimet;Opetuskieli;CUR id;Arviointikohteen tyyppi;Toteutuksen tyyppi;Toteutuksen nimen lisätieto (FI);Toteutuksen nimen lisätieto (EN);Toteutuksen nimen lisätieto (SV);
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH03;Mon;14:15;16:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH04;Mon;16:15;18:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH05;Tue;08:15;10:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH06;Tue;10:15;12:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH06;Tue;10:15;12:00;;R030/A140;0;;;41;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH07;Tue;12:15;14:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH07;Tue;12:15;14:00;;R030/A140;0;;;41,43-45;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH08;Tue;14:15;16:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH08;Tue;14:15;16:00;;R030/A140;0;;;41,43-45;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH09;Tue;16:15;18:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH09;Tue;16:15;18:00;;R030/A140;0;;;41,43-45;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH10;Tue;18:15;20:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH11;Wed;08:15;10:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH11;Wed;08:15;10:00;;R030/A140;0;;;41;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH12;Wed;10:15;12:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH12;Wed;10:15;12:00;;R030/A140;0;;;41,43,45;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH13;Wed;12:15;14:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH13;Wed;12:15;14:00;;R030/A140;0;;;41,43-45;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH14;Wed;16:15;18:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH14;Wed;16:15;18:00;;R030/A140;0;;;41,43-45;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH15;Wed;18:15;20:00;;R030/C106.1;0;;;37-41,43-47;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH16;Thu;12:15;14:00;;R030/C106.1;0;;;36-41,43-46;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH16;Thu;14:15;16:00;;R030/C106.1;0;;;36;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH17;Fri;10:15;12:00;;R030/C106.1;0;;;36-41,43-46;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH18;Fri;12:15;14:00;;R030/C106.1;0;;;36-41,43-46;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
3;CS-A1111 Ohjelmoinnin peruskurssi Y1;XXH19;Fri;14:15;16:00;;R030/C106.1;0;;;36-41,43-46;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;;;;;;7;;suomi;aalto-CUR-191703-3109116;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;CS-A1111 Ohjelmoinnin peruskurssi Y1;T01;Tue;08:00;21:00;;R999/Exam-studios;0;;;48;ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T31300;;;0;;T100557;;;;;5;T100557=Suoranta, Sanna;suomi;aalto-CUR-191722-3109135;;;;;;
